id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
285,0.00019566082,8.215943e-06,0.049934376,0.005555751,1.6652133e-07,1.0313983e-06,0.000534629,5.3379387e-07,2.6866007e-06,1.97858e-07,8.87111e-05,3.088583e-08,2.6587912e-07,1.0938475e-07,5.8247476e-08,6.686215e-07,1.1356661e-06,1.789267e-05,1.1278001e-06,2.1030946e-05,6.1395403e-06,8.7843355e-06,2.78948e-06,7.990536e-06,0.00014422515,2.3642908e-05,4.6235417e-07,8.4949e-05,1.1155091e-05,0.00063218,0.011526049,0.0017716623,0.001062549,6.398366e-05,0.35480243,7.207191e-07,0.00085514615,0.00032909575,2.1372854e-05,0.0009115815,0.0071428064,8.239788e-08,0.0015933568,0.00014975548,0.00022584655,0.00081470556,3.667839e-08,7.748225e-06,1.17626115e-07,5.069354e-07,0.00011579404,4.432524e-06,1.1210067e-05,2.97494e-07,4.8240017e-06,0.00011217729,1.2328178e-09,0.00030364757,0.0032493446,8.620492e-05,0.0009088212,0.02212866,2.4600004e-05,2.2933814e-07,2.6217592e-06,2.8006558e-05,3.6238445e-05,0.0014788845,0.011272671,0.001720229,6.3443906e-07,1.1427829e-05,6.867322e-06,0.00017272549,1.8743076e-07,6.344878e-06,0.00021580199,1.9656677e-06,4.416586e-08,0.00017727043,5.030713e-06,0.039072238,0.00014297933,1.0263583e-07,0.000112307884,2.269295e-05,0.00014244052,0.00018272019,2.7775316e-08,1.0984514e-05,0.47870028,9.629049e-07,1.9968102e-05,1.655476e-06,0.00017520766,6.144188e-07,0.0007143436,3.65885e-06,4.342144e-05
287,1.6101818e-05,1.0604207e-06,6.6261293e-07,0.00044817963,1.1246503e-08,4.8055124e-08,6.752097e-05,2.0587957e-07,4.314367e-08,4.8396396e-07,3.790896e-07,1.2833625e-06,1.489034e-07,3.486449e-06,6.954409e-07,5.1497756e-07,8.822853e-09,9.925025e-05,0.0020516382,1.1085126e-06,3.9462e-05,3.8732924e-09,1.6674902e-06,1.1357056e-06,0.00010696657,0.00014676517,1.7009779e-07,0.0007514864,3.504958e-06,1.5992244e-05,8.054476e-06,7.5012204e-06,1.0719557e-05,0.00010471214,8.16365e-07,6.478366e-07,7.390494e-05,1.841105e-05,5.1760287e-07,7.667778e-06,3.3463907e-06,1.13133545e-07,3.41572e-08,6.835188e-05,6.143716e-05,0.00011189888,9.883747e-07,5.369251e-06,1.0563908e-07,1.4426522e-06,7.58013e-08,1.3568564e-06,0.0006067969,7.3506705e-08,5.9557945e-09,1.0907368e-08,2.1221452e-10,0.0001474678,0.00026770055,1.26149e-06,0.9722797,8.682129e-08,0.016665414,9.707064e-09,6.497035e-08,3.6463684e-05,1.2776078e-05,2.4589021e-06,2.1342734e-07,1.1874066e-06,2.1644487e-08,9.649406e-07,3.2186145e-09,1.4512435e-06,2.753728e-07,4.428289e-07,3.1266683e-07,3.2691773e-08,4.9851065e-09,0.0013981966,7.3143847e-06,7.332058e-05,7.187655e-08,1.5897673e-07,3.6547064e-07,1.5842886e-07,5.2520227e-05,6.984115e-08,3.3298002e-07,6.253557e-06,1.2047514e-06,0.0041250368,3.0899293e-05,2.1146018e-06,3.5099671e-07,2.3563377e-06,8.8559955e-06,1.7381812e-05,4.4006714e-07
292,1.0091802e-06,8.686855e-08,9.605973e-09,1.4744147e-06,2.7089928e-09,1.744705e-10,2.9274417e-05,0.0005825215,4.6737223e-05,5.4701244e-09,1.0089771e-08,5.3644104e-05,1.2613424e-05,0.00030779568,3.0366814e-07,4.239516e-09,1.4790592e-08,0.997995,5.587517e-07,1.7547396e-05,8.529247e-07,7.0191915e-11,4.5932844e-10,1.0376088e-10,3.7810977e-08,9.163828e-09,4.4719176e-08,3.0576916e-07,4.784457e-10,6.727778e-09,4.869487e-07,1.8132928e-10,3.5218104e-08,1.6388894e-06,3.1050347e-09,1.0256327e-08,3.5319548e-08,7.018532e-08,6.162039e-09,8.281241e-10,4.9439763e-09,3.7259812e-07,7.2547586e-09,3.8308453e-08,2.041312e-06,6.218183e-06,8.795819e-10,7.651607e-05,0.00010077607,7.413197e-06,3.480594e-08,3.481718e-11,2.0581123e-05,5.9673573e-07,1.4939151e-09,1.1327759e-08,4.183803e-11,0.00022140575,2.370925e-05,5.566455e-07,2.367792e-06,4.262964e-10,3.3299696e-06,1.2755609e-07,5.1818847e-09,4.632486e-08,5.5570535e-08,1.18448874e-07,1.6964252e-07,1.3153269e-06,1.7351348e-09,4.3070264e-07,3.1377984e-12,3.4094726e-05,3.5658637e-10,2.802261e-09,1.0910851e-08,1.7166938e-09,2.2689248e-09,1.6960362e-06,8.279173e-06,5.680587e-07,2.2695134e-07,6.029471e-07,4.845855e-09,1.1240218e-06,0.0002669563,7.334979e-07,6.530395e-09,4.0984472e-05,1.188091e-07,6.386175e-05,2.1436563e-07,1.8514338e-06,3.0013858e-05,2.8020957e-05,1.1646373e-08,7.274847e-10,2.426409e-07
293,1.0824409e-05,0.0001366622,2.2450834e-08,8.7835184e-07,6.5997784e-07,4.1435896e-06,2.426225e-10,6.8575514e-06,8.0096436e-07,1.6163561e-06,0.0034553765,6.004673e-08,1.4042838e-06,1.1098581e-06,2.6747963e-05,3.1800782e-09,0.020528506,9.338395e-09,2.2316099e-06,1.6931336e-08,1.4836598e-07,0.00036393935,9.3091806e-08,2.892315e-09,2.493726e-09,6.7591586e-08,0.5641189,0.00011608385,5.5439264e-10,2.91432e-10,1.283245e-11,0.00070822146,2.3996894e-05,4.964565e-08,1.1359923e-08,3.474552e-06,1.13995945e-07,2.1627088e-10,6.956108e-08,1.3123055e-07,7.450697e-10,0.00049991725,6.531971e-05,7.814138e-09,0.0010560044,5.882063e-09,0.00047236716,2.7014466e-09,4.2209626e-07,0.0007353621,4.827541e-06,0.0006230988,8.982536e-08,4.9395117e-06,1.7332151e-05,1.9957136e-07,0.0033441875,3.9038492e-09,2.1854587e-09,1.5187598e-07,1.7843124e-08,5.154389e-07,7.488981e-06,8.136802e-07,0.016960671,5.6166105e-06,9.4065676e-05,3.9416234e-10,0.0048141587,9.676155e-07,2.910877e-09,4.5401936e-09,1.1345372e-06,1.1562236e-06,0.00026517938,0.3237796,7.9048164e-07,0.0014701801,0.0005791892,2.8540257e-09,7.944129e-09,1.3413884e-08,1.0163541e-07,0.05378874,9.9879135e-06,2.4604532e-07,5.484451e-06,2.884349e-09,0.00045858294,1.613683e-09,4.6747646e-09,6.307283e-07,3.343419e-05,1.0509538e-06,1.5784407e-06,1.3134989e-05,2.1477222e-09,0.0013539516,1.4066891e-05
295,1.0878115e-06,3.618623e-05,2.5749603e-05,1.821652e-05,2.2763123e-08,2.413207e-05,2.2804682e-07,6.4933086e-09,9.98229e-09,9.1979854e-07,6.5199475e-07,7.551588e-09,6.87011e-09,4.1492957e-08,1.7410097e-05,2.9904007e-07,6.519941e-05,9.362687e-07,8.347682e-06,4.5311714e-07,1.0450506e-07,0.010973377,4.3894634e-05,3.2548296e-06,3.4172704e-06,0.0003076975,0.00076320226,0.9040811,1.0020967e-06,1.5295868e-06,1.154562e-06,0.0019637619,1.2046701e-05,1.8677575e-07,0.0012643234,7.048789e-07,0.004125826,1.3203027e-06,1.6563252e-05,0.0010395807,0.0002523145,3.3564793e-05,0.0012315839,5.2325893e-05,0.0013718159,4.159123e-07,9.781839e-06,1.0528178e-06,3.1001646e-09,1.623918e-06,0.00015360174,9.55164e-05,1.2593299e-06,1.2970267e-07,2.81748e-07,2.0793056e-08,2.743744e-06,0.000240605,3.9817633e-06,1.0206037e-05,4.2067335e-05,1.4176424e-05,0.0006612717,3.2701157e-06,2.1502885e-05,3.3986655e-07,0.017033486,4.655679e-05,0.0005147063,6.694616e-06,3.0018395e-08,1.3165904e-07,0.00013586976,1.7022076e-05,1.4978372e-05,6.3850726e-05,1.9641575e-06,0.018214058,2.7775446e-05,8.1408695e-07,7.459141e-09,4.5652228e-06,4.7187573e-06,0.00078075397,1.599958e-05,7.3727244e-07,3.353398e-05,4.8902084e-06,0.00016857499,1.656987e-07,3.4498564e-07,5.0150516e-07,3.7827667e-07,2.5814229e-08,9.292117e-06,6.246699e-05,8.015635e-05,0.03374217,3.197512e-06
296,8.7701994e-07,2.609787e-06,6.693139e-08,1.228902e-05,1.3346678e-07,0.00010880364,2.1298225e-08,2.4309676e-10,1.438956e-07,5.4925283e-07,0.00015721291,2.2770728e-09,5.1654226e-08,1.1314466e-08,7.879875e-06,5.9180337e-07,0.000250466,1.2630309e-09,3.0128665e-06,7.122808e-09,3.5416142e-06,1.7459588e-05,3.1930585e-06,1.7339337e-07,9.262894e-09,2.336689e-06,0.00029693916,8.870831e-05,8.233346e-08,5.398839e-08,3.4862807e-10,0.004391572,0.00092184095,1.47427045e-05,7.773101e-07,3.0841295e-06,9.831102e-06,9.58464e-09,7.166956e-07,2.3271994e-06,1.3271672e-08,1.2517065e-05,9.826168e-05,8.2319366e-07,0.00014476213,7.859191e-06,0.001354439,1.6979486e-08,8.102001e-09,7.320766e-06,4.8217218e-05,0.944278,8.901826e-08,2.8887598e-06,3.900218e-06,3.6608162e-05,0.00018609164,5.178147e-08,5.5680043e-09,6.192504e-06,1.3917536e-06,1.8816926e-06,1.0552491e-06,2.8951735e-07,0.00877222,7.2139183e-06,8.97265e-05,2.975425e-09,1.3762419e-05,8.585305e-06,1.5165799e-07,7.5704486e-07,0.00030496492,6.598074e-08,0.0006671472,0.00043976304,1.6919001e-08,0.00025506472,0.0012319487,2.0957689e-06,1.7290782e-06,9.654251e-09,4.2058173e-07,0.030761478,0.004660822,1.5212448e-08,1.3751962e-07,3.521296e-08,3.128433e-05,2.0364795e-10,1.4501622e-08,4.5153817e-07,3.495161e-07,1.7012114e-06,4.0487546e-07,2.763674e-09,9.439428e-09,0.00025269968,6.8455e-08
297,3.413298e-05,0.00013720355,0.00014452352,9.914113e-05,3.5233472e-07,1.1941649e-05,1.391428e-05,0.0021825305,4.6000055e-06,2.4482033e-06,0.00052372686,7.490791e-07,5.0628205e-06,4.7059104e-05,0.00026453537,8.922873e-06,0.0013268923,0.0005195947,1.0380557e-05,1.2042897e-05,2.6015734e-05,0.0053304085,0.0004684735,3.1240486e-06,3.3856682e-06,0.0018954378,0.06979314,0.29027525,5.902522e-07,1.7286612e-06,1.0130267e-06,0.16327676,0.004047418,8.6916334e-05,0.00033279043,1.5544976e-05,0.012371987,5.1294896e-06,4.234154e-05,0.0005135381,3.0387815e-05,0.0005671033,0.028263554,4.28551e-06,0.27118486,0.00044733591,0.0009949135,2.384422e-06,2.3510721e-07,0.00040059662,7.921516e-05,0.0010372474,0.0005344735,1.0340629e-05,6.017668e-06,1.1312042e-06,5.9074305e-06,0.0019723077,0.00012468536,3.2253556e-05,0.00014463274,2.4598125e-05,0.010447541,4.4397793e-06,0.0005809808,4.933036e-05,0.033316415,9.3386894e-05,0.035461694,3.3752534e-05,4.501602e-07,1.0696596e-07,9.419844e-05,0.0018239508,5.108072e-05,0.0031258299,4.043213e-06,0.0031341068,0.00011037123,2.176658e-05,5.0621367e-07,0.00059620617,4.2015166e-05,0.011807124,0.0028302607,2.588779e-06,0.0004179754,7.860496e-06,0.015951555,1.3405737e-06,2.2445667e-05,6.988981e-05,0.002989471,8.10485e-06,0.0006634458,0.00029718084,1.7051612e-05,0.016177604,3.4706954e-05
299,1.9008622e-06,6.5119784e-06,0.00011971019,0.00015332163,1.0852819e-08,2.222455e-05,1.0201618e-05,9.8802945e-11,2.6599645e-08,4.228538e-07,1.7902552e-09,1.4617211e-09,2.2222364e-09,2.4352647e-09,1.7174381e-08,1.4040408e-05,4.6782773e-08,4.8730247e-08,5.833014e-08,4.293473e-07,3.1322531e-06,8.439089e-05,8.615068e-07,0.0011211245,1.340521e-05,0.00039590293,4.6839403e-07,3.031777e-05,2.7104031e-06,2.2754304e-05,2.7066317e-06,9.549708e-05,8.709702e-06,4.173421e-06,0.0005105241,9.374149e-09,0.0010650769,0.010998112,0.04159458,0.93926936,0.0036556544,6.3088476e-07,1.3040349e-06,3.10103e-06,1.0158991e-06,1.9265772e-06,7.669766e-08,1.5039813e-06,2.6270703e-08,1.6002956e-10,2.8255104e-06,6.6976236e-06,5.5687572e-08,1.1789963e-10,5.15623e-06,3.1822676e-08,2.0675579e-10,0.0001896126,1.7473228e-06,8.02502e-05,7.697388e-05,5.7106718e-06,3.051925e-06,8.2450164e-08,3.7728928e-08,3.9685588e-06,3.7933387e-06,2.1448006e-06,5.183574e-06,3.091865e-07,1.14941535e-07,8.4489336e-08,9.565272e-06,9.085529e-09,8.647731e-07,1.2606871e-07,6.4987635e-06,1.081747e-06,1.0175257e-07,4.6131986e-06,9.856701e-09,3.9525645e-07,5.035475e-06,7.937675e-08,7.0557166e-05,2.6480989e-06,7.8818985e-08,3.9926133e-05,2.7253262e-07,1.5218271e-06,1.5817355e-07,3.6247446e-08,6.6554845e-10,8.495026e-10,9.0761336e-07,3.5110798e-08,0.00023818748,1.119051e-05,1.7673862e-07
300,6.963321e-06,3.9835064e-07,4.732124e-05,1.7345523e-05,2.419425e-07,8.548946e-06,1.1801321e-06,2.4777613e-09,1.6435395e-09,2.7264534e-05,1.6107211e-07,1.957434e-08,1.5068323e-07,1.2614188e-07,1.0142472e-08,1.2455488e-05,4.97811e-09,9.7588185e-08,3.5000392e-06,1.6712765e-08,0.00028077833,1.5756709e-06,2.1335212e-05,0.9829842,0.0064051193,0.000231237,5.9260824e-08,6.576701e-08,0.0007134709,0.0018040789,3.0083915e-05,4.1650214e-06,2.395376e-07,6.937388e-05,6.974267e-06,9.3796183e-07,7.6179725e-07,0.0002284323,0.0011085159,0.0005123934,2.054113e-07,8.7706276e-10,1.6568983e-08,2.2571069e-06,3.877145e-07,1.2054963e-08,2.1898545e-06,1.9647805e-08,4.500566e-07,1.6194058e-08,1.3423655e-08,8.119214e-06,2.4107158e-06,7.339443e-08,0.0012004492,2.0633055e-05,1.0090802e-07,3.072685e-06,4.0966626e-09,3.1108873e-05,1.3035761e-05,0.00024250701,1.62477e-05,2.6420308e-08,9.4380135e-07,8.2507744e-05,5.754119e-06,5.3009426e-06,1.8770994e-05,3.0172107e-06,0.003049656,1.5927455e-05,7.689038e-06,3.0273867e-07,6.2703457e-06,4.3700342e-07,1.4931234e-06,1.3772683e-07,6.0289075e-08,0.00022137632,1.4439926e-05,1.7412162e-07,2.671608e-07,8.584243e-09,5.675154e-07,5.445243e-07,1.982078e-06,1.5953312e-07,2.1923747e-06,3.7145995e-08,2.0108398e-07,8.9782155e-08,3.9125877e-07,1.4351014e-06,2.924053e-09,4.7676346e-10,0.00045906214,5.7998077e-06,2.0295005e-05
301,1.4423985e-05,1.8358844e-06,0.0018178873,0.001067796,1.1996287e-06,5.4595836e-05,0.00024242529,4.5352573e-07,5.0079482e-08,1.37963425e-05,4.1401327e-05,2.9381758e-06,3.9191294e-05,1.6979682e-05,1.0633576e-06,0.00025387254,3.3348893e-08,3.133845e-05,0.00021721498,1.4861647e-06,0.00021132169,6.27551e-05,0.0063165408,0.09337904,0.25408366,0.0046938327,2.3060047e-06,2.279277e-05,0.13966835,0.22883965,0.0091845095,0.00015119601,2.570614e-06,0.0011755741,0.0010659107,5.470698e-06,0.00014980367,0.0001413306,0.00561117,0.00016847481,5.1558427e-06,6.883079e-08,6.007183e-06,0.00012234347,2.6232416e-05,3.10946e-05,0.00060923747,3.1203726e-06,2.1240925e-05,1.6928396e-05,4.8230277e-06,1.2102367e-05,0.0015720715,8.2738756e-05,0.0053100316,0.0089480495,3.261349e-06,0.00021633349,1.7385469e-06,4.260809e-05,0.002007338,0.0046814405,0.0029947197,6.927006e-07,1.3974874e-05,0.00016194224,0.00029612923,0.00067403424,0.010317678,0.00013817984,0.0016651513,0.00017611757,1.28625115e-05,0.00031860793,1.339762e-05,7.79835e-05,4.5049277e-05,5.6365566e-06,3.0520494e-07,0.15794426,0.0007243952,0.0005701523,6.913592e-06,1.0337285e-06,1.5049974e-06,3.7897982e-05,0.001284891,8.8967045e-06,2.8051983e-05,1.7146401e-06,2.5820204e-05,3.5966339e-06,0.0029211151,0.0001673961,3.6184115e-06,7.88523e-08,0.04627029,2.7525677e-05,0.0005781037
305,0.00047572298,0.00041612575,0.7955454,0.0014725149,1.5881715e-06,0.0006093509,0.0004629925,9.91819e-08,1.6221092e-06,1.0665113e-06,3.7133316e-06,3.7047148e-08,5.388486e-07,3.3922145e-08,7.738155e-08,2.4030547e-05,2.1035198e-06,4.0861532e-06,6.8669027e-07,4.301885e-05,1.5154995e-05,2.9090503e-05,1.9381537e-07,0.00035345583,4.644138e-05,9.5369156e-05,4.5145175e-06,4.3092805e-05,5.4845004e-06,2.4504743e-05,0.00019173346,0.0010745671,0.00013819503,6.0213315e-05,0.005213911,8.319776e-07,0.0001970936,0.0063554137,0.0030475596,0.07182217,0.05642332,8.703997e-07,6.0803402e-05,3.655164e-05,4.648551e-05,0.00021321859,5.582125e-07,1.414791e-06,4.7379257e-07,5.1822266e-08,3.387267e-05,2.965129e-06,5.349286e-07,1.132958e-08,0.00021334735,3.6023707e-06,3.7547103e-08,0.00031077638,0.0011562865,0.007072273,0.0003784901,0.0010880816,1.5536247e-06,1.1671982e-05,5.848856e-07,0.0004304442,1.1781411e-05,7.369262e-05,0.0012821512,0.00016081143,2.9179203e-06,2.3751942e-05,8.26506e-05,4.684847e-06,1.0634167e-06,1.886433e-05,0.034467712,1.0453103e-05,1.4249555e-07,1.7556058e-05,2.0522207e-06,0.0003076594,0.0005012642,1.17637725e-07,0.0012686865,0.0005482273,3.444762e-05,0.0038001318,2.194323e-07,4.654167e-05,0.0012708784,9.90089e-07,3.8788457e-07,7.9212676e-08,9.973465e-05,9.599564e-06,0.00060960406,5.3443608e-05,1.5568603e-05
308,0.0001981962,0.00013703143,1.28690685e-08,0.00054174557,1.2821628e-09,9.89729e-09,3.2105348e-08,5.4425236e-08,1.4478407e-05,6.9119965e-06,4.9980663e-08,2.6445278e-08,0.0004434218,1.2103018e-06,7.938234e-06,2.6884064e-09,5.047062e-06,7.2431675e-07,4.3078057e-08,0.00012834361,3.7193058e-06,3.6949928e-08,3.2066472e-09,4.44141e-10,1.09816405e-08,4.1219756e-08,0.00080496684,3.7772097e-08,1.1248287e-11,1.31769e-10,3.1215341e-09,3.2138985e-08,3.3226225e-08,1.3326421e-07,3.1842323e-08,1.1927912e-09,8.105892e-07,1.3391602e-07,1.3687424e-05,4.4486657e-07,1.4502936e-07,0.98634654,3.374121e-09,3.7225865e-07,6.6306693e-10,3.2409223e-06,5.900813e-07,0.0006980173,0.009648255,2.4724793e-06,0.00022946739,4.1008482e-07,3.093636e-08,3.50952e-06,7.3950446e-06,1.7004328e-07,1.0825769e-08,6.925043e-09,6.80987e-07,6.5096874e-06,1.5175858e-07,6.017107e-10,7.789125e-09,1.4033181e-05,3.9376904e-08,4.3171684e-05,2.386785e-09,4.2638956e-10,2.1668632e-06,8.7751424e-08,8.6742856e-11,1.7163103e-08,6.006159e-09,1.1408796e-09,1.5680845e-07,1.8922349e-06,4.230714e-06,2.271284e-06,2.0545667e-07,5.4379086e-07,1.2951955e-08,3.4975114e-10,8.008736e-07,1.3699386e-05,4.505758e-06,0.00015559254,8.702247e-06,9.19116e-06,1.9795825e-09,4.1199658e-07,1.762169e-09,6.0569364e-06,6.0952e-11,1.1919236e-07,0.00039624257,3.5603684e-05,1.513057e-07,2.2523948e-06,4.0540537e-05
312,6.998678e-07,3.0400518e-08,1.0694016e-05,4.1427747e-06,3.205012e-08,8.944844e-08,7.228504e-08,4.523998e-09,4.6551912e-10,1.3060893e-08,2.4261622e-06,1.0029991e-10,1.5043895e-08,4.2840992e-10,1.1535143e-09,8.0388163e-10,2.1953419e-08,8.470839e-09,3.674615e-07,5.1450413e-09,1.9299804e-08,1.5834457e-08,2.1116213e-09,6.529644e-06,2.0561303e-05,1.2866719e-08,5.643487e-08,2.6038143e-07,4.9750765e-06,4.04236e-06,8.58285e-06,1.6018681e-06,1.8299308e-07,6.477354e-08,7.185415e-05,4.2260733e-09,9.556658e-07,1.8380979e-08,2.5410036e-06,9.258213e-07,3.8228084e-08,2.7036176e-10,1.0386007e-06,4.995756e-07,5.2629e-07,1.3263284e-08,7.6564595e-09,1.711492e-09,1.3474977e-08,1.9388503e-08,5.077433e-07,1.2647449e-07,1.3843189e-07,9.192436e-08,1.7957336e-05,3.934178e-05,1.011345e-08,1.6484682e-08,2.1539083e-07,2.8342647e-06,1.04251804e-07,0.9957683,1.9345752e-07,2.705106e-08,2.816356e-07,1.7460906e-07,1.2349342e-06,2.7332944e-06,0.002576829,0.0009560573,4.7837705e-07,4.9215814e-06,2.9932117e-08,1.9594668e-06,2.2006622e-08,7.5594517e-06,1.1236416e-05,8.9405795e-08,2.686276e-09,2.0445966e-06,1.00238466e-07,4.3157033e-06,1.5632171e-06,6.4504846e-09,6.8238414e-08,2.5413574e-06,7.666072e-06,1.1742177e-07,2.5227913e-09,3.3965741e-09,0.00029200147,3.002752e-10,8.191207e-07,4.0494594e-08,4.5823764e-08,5.000505e-10,0.00014871212,6.892713e-08,2.3990128e-06
313,1.215072e-05,8.723757e-09,9.643426e-07,2.1012838e-06,7.580719e-09,1.7147605e-07,3.329537e-07,7.3690815e-10,7.6614476e-10,2.6427863e-06,2.8712655e-08,1.818631e-08,7.134999e-08,1.6775063e-07,4.927837e-09,1.2199916e-07,3.5262473e-10,2.0873786e-08,3.21376e-05,5.738534e-09,9.221135e-06,2.2909534e-09,1.4548187e-06,0.00039582961,0.9989371,7.8732273e-07,1.260248e-08,5.9316058e-08,0.000104709165,6.0751343e-05,2.1799018e-05,2.6446394e-08,1.0221631e-09,4.0433147e-06,3.15934e-07,5.4666435e-07,1.8470095e-08,4.8434154e-06,2.4314188e-06,3.5688677e-07,2.0076651e-08,3.686969e-11,1.7176458e-09,1.868968e-05,4.518203e-08,3.4620037e-10,3.1503124e-08,2.7537885e-09,5.4211508e-08,2.3762722e-07,1.1301224e-09,7.3461436e-08,2.8046446e-07,1.2058214e-08,1.3862366e-05,6.3173843e-06,1.1861717e-08,5.6396027e-07,2.2108326e-09,4.9863984e-06,6.2547656e-07,3.4800996e-05,1.084858e-06,1.4213612e-07,1.67876e-08,7.961356e-07,1.5337802e-07,1.5647536e-05,2.4334001e-06,4.7765816e-06,0.000131408,7.047649e-05,2.931376e-07,4.1175e-07,4.114734e-08,5.4931706e-07,7.802327e-06,5.6877145e-08,5.191874e-09,1.9256051e-05,6.6996763e-06,3.7583174e-08,1.8236477e-07,1.040635e-09,7.9032014e-10,6.8153575e-08,2.9464338e-06,3.3402948e-08,1.05455635e-08,1.0901047e-08,8.136098e-07,7.223306e-08,4.309637e-07,1.1972903e-06,3.507653e-10,1.6771463e-09,5.4615735e-05,2.3970438e-07,1.6215846e-06
316,2.584343e-07,1.0119903e-07,5.1877432e-08,1.2671148e-06,3.146714e-10,1.0646101e-07,4.164102e-10,3.8155178e-12,2.0494738e-10,3.410977e-08,1.204638e-07,2.5438372e-11,1.3867765e-08,6.130069e-10,4.024429e-06,1.420434e-09,2.0600608e-05,2.2543192e-09,7.743749e-06,1.32905615e-08,1.3186832e-08,0.00025604482,3.0210724e-05,8.5573815e-09,1.6866755e-07,0.0004255875,0.00018780488,0.010454501,1.1570844e-09,7.0997563e-10,2.7661315e-08,4.0132818e-05,6.695546e-07,7.7148754e-10,1.4219297e-06,3.0905724e-08,4.8398774e-06,1.1544391e-09,1.1866456e-08,8.750315e-06,2.0103855e-06,5.161052e-06,9.04416e-08,4.5909214e-06,2.9590378e-06,1.7358072e-09,3.4668637e-06,1.5601934e-09,2.2159828e-11,7.24036e-08,9.615218e-08,5.916724e-06,2.906736e-09,2.969878e-09,2.4167294e-08,2.6954332e-09,6.631483e-07,1.1421164e-07,2.8875874e-10,1.0318595e-07,5.4178784e-08,2.6507825e-08,7.1097716e-06,1.1679037e-07,4.4937087e-06,1.0629773e-06,4.879903e-06,1.7986032e-07,1.5120927e-06,8.04323e-08,4.6402664e-09,1.5520527e-08,7.666864e-06,6.186055e-08,2.7185372e-06,8.970766e-08,1.984094e-09,0.002354982,5.7537903e-07,1.2303488e-08,5.933358e-10,2.5140964e-10,3.1894988e-08,1.8372813e-05,1.1394009e-07,3.6750002e-08,5.92943e-07,2.3438897e-08,1.2835724e-05,8.3848867e-10,1.8290842e-10,6.5807615e-07,4.0572498e-10,1.6470889e-08,1.4080797e-07,9.274986e-06,1.7673781e-05,0.98608416,6.1829553e-07
